{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':2.2694480175782399e+01, 'y':0.0000000000000000e+00, 'z':0.0000000000000000e+00, 'p1':-2.8551579309220456e-04, 'p2':2.2510739735550561e-01, 'p3':-1.0641423116780697e-04, 'S1x':4.4444444444444444e-03, 'S1y':-8.8888888888888906e-03, 'S1z':-1.3333333333333334e-02, 'S2x':4.4444444444444444e-03, 'S2y':-5.5555555555555558e-03, 'S2z':6.6666666666666671e-03,'Hreal':9.9528727008298645e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-2.2598896893266179e+01, 'y':-7.0170600878523737e-01, 'z':-3.2776908184266304e-02, 'p1':7.2419084623366707e-03, 'p2':-2.2547803951073492e-01, 'p3':-1.2730417015809195e-04, 'S1x':5.2309650914139734e-03, 'S1y':-8.4506357693642301e-03, 'S1z':-1.3332928004835024e-02, 'S2x':5.2817031507552004e-03, 'S2y':-4.7649750232634297e-03, 'S2z':6.6678597202872291e-03,'Hreal':9.9527060939565803e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-2.2523612858639133e+01, 'y':-1.9566947844601192e+00, 'z':-3.4012093076077464e-02, 'p1':1.9764494636704877e-02, 'p2':-2.2473403963232655e-01, 'p3':-1.1309067244596056e-04, 'S1x':5.2443464802295683e-03, 'S1y':-8.4422649582318425e-03, 'S1z':-1.3332974246074143e-02, 'S2x':5.2953112460352404e-03, 'S2y':-4.7499615800742113e-03, 'S2z':6.6677786548354316e-03,'Hreal':9.9527031549937539e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-2.2378679664838060e+01, 'y':-3.2055927711940959e+00, 'z':-3.5187677824607626e-02, 'p1':3.2227891862213073e-02, 'p2':-2.2329489673579711e-01, 'p3':-9.7898880066189591e-05, 'S1x':5.2577114324325776e-03, 'S1y':-8.4338807715652747e-03, 'S1z':-1.3333016744174940e-02, 'S2x':5.3088844368950269e-03, 'S2y':-4.7348966758161770e-03, 'S2z':6.6677003456576261e-03,'Hreal':9.9527002151889654e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-2.2147836316523879e+01, 'y':-4.5265711702084097e+00, 'z':-3.6367895740865498e-02, 'p1':4.5412353404641871e-02, 'p2':-2.2099863603398437e-01, 'p3':-8.0643891336832312e-05, 'S1x':5.2719491054753435e-03, 'S1y':-8.4249243085394859e-03, 'S1z':-1.3333057147586799e-02, 'S2x':5.3233213269991463e-03, 'S2y':-4.7187715198986737e-03, 'S2z':6.6676212990052566e-03,'Hreal':9.9526970787398639e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-2.1817884529392266e+01, 'y':-5.9099861300092442e+00, 'z':-3.7527308951271265e-02, 'p1':5.9221925739817667e-02, 'p2':-2.1771328433944262e-01, 'p3':-6.1195396118571131e-05, 'S1x':5.2870310530869179e-03, 'S1y':-8.4154101750299644e-03, 'S1z':-1.3333093568480279e-02, 'S2x':5.3385856040629133e-03, 'S2y':-4.7016047390363701e-03, 'S2z':6.6675441521144400e-03,'Hreal':9.9526937513155467e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-2.1377804893503935e+01, 'y':-7.3393133417136696e+00, 'z':-3.8633376910205422e-02, 'p1':7.3491938523132613e-02, 'p2':-2.1332852241726979e-01, 'p3':-3.9521639386961823e-05, 'S1x':5.3028721066636234e-03, 'S1y':-8.4053891805367410e-03, 'S1z':-1.3333123790778851e-02, 'S2x':5.3545823963952648e-03, 'S2y':-4.6834804407404739e-03, 'S2z':6.6674722883442641e-03,'Hreal':9.9526902512299686e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-2.0817981033296775e+01, 'y':-8.7984408596351837e+00, 'z':-3.9653363900510233e-02, 'p1':8.8061776822475485e-02, 'p2':-2.0774798889803300e-01, 'p3':-1.5603909907330901e-05, 'S1x':5.3194076497425011e-03, 'S1y':-8.3948997129875275e-03, 'S1z':-1.3333145575627849e-02, 'S2x':5.3712367206280249e-03, 'S2y':-4.6644611284187070e-03, 'S2z':6.6674093069841898e-03,'Hreal':9.9526865924478469e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-2.0129843516069467e+01, 'y':-1.0271907566621072e+01, 'z':-4.0554256875395281e-02, 'p1':1.0277726276365540e-01, 'p2':-2.0088573050390804e-01, 'p3':1.0569330481591220e-05, 'S1x':5.3365963400280039e-03, 'S1y':-8.3839657456519692e-03, 'S1z':-1.3333156706326801e-02, 'S2x':5.3884961014984099e-03, 'S2y':-4.6445842448675830e-03, 'S2z':6.6673589487037952e-03,'Hreal':9.9526827839254794e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.9305747953090510e+01, 'y':-1.1744343490498862e+01, 'z':-4.1302014082297611e-02, 'p1':1.1748506835378801e-01, 'p2':-1.9266498428785289e-01, 'p3':3.8996432035966678e-05, 'S1x':5.3544146283065440e-03, 'S1y':-8.3726000241001203e-03, 'S1z':-1.3333155016751981e-02, 'S2x':5.4063248973065473e-03, 'S2y':-4.6238680821531781e-03, 'S2z':6.6673250601711380e-03,'Hreal':9.9526788308289116e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.8338891581045150e+01, 'y':-1.3200091928271895e+01, 'z':-4.1861000711033131e-02, 'p1':1.3202894035002335e-01, 'p2':-1.8301734424039168e-01, 'p3':6.9657837954672190e-05, 'S1x':5.3728536546553988e-03, 'S1y':-8.3608057619908391e-03, 'S1z':-1.3333138433693216e-02, 'S2x':5.4247010542249280e-03, 'S2y':-4.6023150417664679e-03, 'S2z':6.6673115363672470e-03,'Hreal':9.9526747351622502e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.7223017265176786e+01, 'y':-1.4623196463555558e+01, 'z':-4.2193537240190343e-02, 'p1':1.4624956859578206e-01, 'p2':-1.7187980579260148e-01, 'p3':1.0251842518121465e-04, 'S1x':5.3919214489956940e-03, 'S1y':-8.3485749367821806e-03, 'S1z':-1.3333105020545192e-02, 'S2x':5.4436181512557327e-03, 'S2y':-4.5799087126133751e-03, 'S2z':6.6673222512320489e-03,'Hreal':9.9526704952524914e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.5952142765405226e+01, 'y':-1.5997154903968847e+01, 'z':-4.2259114908314216e-02, 'p1':1.5998212568221781e-01, 'p2':-1.5919205856434435e-01, 'p3':1.3752696558005733e-04, 'S1x':5.4116440175571590e-03, 'S1y':-8.3358872466547922e-03, 'S1z':-1.3333053015508928e-02, 'S2x':5.4630862507140760e-03, 'S2y':-4.5566121494274060e-03, 'S2z':6.6673610020188670e-03,'Hreal':9.9526661054747168e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.4571839889494413e+01, 'y':-1.7261249269244725e+01, 'z':-4.2027353642509174e-02, 'p1':1.7261962648603132e-01, 'p2':-1.4540860252408985e-01, 'p3':1.7331572710247003e-04, 'S1x':5.4313581559350208e-03, 'S1y':-8.3231667490957645e-03, 'S1z':-1.3332983676760493e-02, 'S2x':5.4824394205706733e-03, 'S2y':-4.5332089816116951e-03, 'S2z':6.6674284940347285e-03,'Hreal':9.9526617138168039e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.3091561280025019e+01, 'y':-1.8406776981674064e+01, 'z':-4.1486167888896905e-02, 'p1':1.8407476044530460e-01, 'p2':-1.3062352868911528e-01, 'p3':2.0962809913214681e-04, 'S1x':5.4510661285052065e-03, 'S1y':-8.3104105727215757e-03, 'S1z':-1.3332897811484890e-02, 'S2x':5.5016744989410697e-03, 'S2y':-4.5097029797555050e-03, 'S2z':6.6675246633447456e-03,'Hreal':9.9526573202765711e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.1521450672025495e+01, 'y':-1.9425845406005010e+01, 'z':-4.0625724169875081e-02, 'p1':1.9426827061293403e-01, 'p2':-1.1493787538582273e-01, 'p3':2.4619290215257655e-04, 'S1x':5.4707697042342546e-03, 'S1y':-8.2976154974375178e-03, 'S1z':-1.3332796622462069e-02, 'S2x':5.5207889155990727e-03, 'S2y':-4.4860983136403871e-03, 'S2z':6.6676487657900902e-03,'Hreal':9.9526529248469464e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-9.8722737409767838e+00, 'y':-2.0311426645268281e+01, 'z':-3.9438595419607918e-02, 'p1':2.0312950545015840e-01, 'p2':-9.8458941154802679e-02, 'p3':2.8272639723433068e-04, 'S1x':5.4904701071597731e-03, 'S1y':-8.2847780394954690e-03, 'S1z':-1.3332681677542505e-02, 'S2x':5.5397807489433615e-03, 'S2y':-4.4623994528488154e-03, 'S2z':6.6677993949284548e-03,'Hreal':9.9526485275163068e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-8.3851406917342413e+00, 'y':-2.0967249614453301e+01, 'z':-3.8139180588655140e-02, 'p1':2.0969423105414320e-01, 'p2':-8.3596386796435579e-02, 'p3':3.1419060225095868e-04, 'S1x':5.5075714395000624e-03, 'S1y':-8.2735956813778516e-03, 'S1z':-1.3332572190536955e-02, 'S2x':5.5561685954707519e-03, 'S2y':-4.4417519258432483e-03, 'S2z':6.6679501169485825e-03,'Hreal':9.9526447083356628e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-6.8546284585509589e+00, 'y':-2.1514418431416438e+01, 'z':-3.6588237837436248e-02, 'p1':2.1517377455744027e-01, 'p2':-6.8297655262336054e-02, 'p3':3.4521201388156280e-04, 'S1x':5.5246709289974213e-03, 'S1y':-8.2623761818717573e-03, 'S1z':-1.3332455168929341e-02, 'S2x':5.5724627363774107e-03, 'S2y':-4.4210400167806023e-03, 'S2z':6.6681176216258397e-03,'Hreal':9.9526408877014316e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-5.2886598737101265e+00, 'y':-2.1950076660167184e+01, 'z':-3.4785753620137312e-02, 'p1':2.1953926632885040e-01, 'p2':-5.2641828749371816e-02, 'p3':3.7558959261575504e-04, 'S1x':5.5417682855354476e-03, 'S1y':-8.2511171045255745e-03, 'S1z':-1.3332332154308632e-02, 'S2x':5.5886632074350680e-03, 'S2y':-4.4002668165769232e-03, 'S2z':6.6682999250863061e-03,'Hreal':9.9526370656100205e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-3.9062328707972673e+00, 'y':-2.2236165823303637e+01, 'z':-3.3017516274396967e-02, 'p1':2.2240850326687131e-01, 'p2':-3.8818766176469677e-02, 'p3':4.0129066303954075e-04, 'S1x':5.5566140842900876e-03, 'S1y':-8.2413053235360946e-03, 'S1z':-1.3332221733773169e-02, 'S2x':5.6026566609599510e-03, 'S2y':-4.3821791819917766e-03, 'S2z':6.6684685161155907e-03,'Hreal':9.9526337451760016e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-2.5085817023358996e+00, 'y':-2.2435293511087682e+01, 'z':-3.1062775522027870e-02, 'p1':2.2440846412778753e-01, 'p2':-2.4841409184479385e-02, 'p3':4.2621909235869153e-04, 'S1x':5.5714571891913511e-03, 'S1y':-8.2314603957655500e-03, 'S1z':-1.3332109151140203e-02, 'S2x':5.6165803193168537e-03, 'S2y':-4.3640495090163361e-03, 'S2z':6.6686449743269703e-03,'Hreal':9.9526304236302676e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.3116511689526227e+00, 'y':-2.2535635428765463e+01, 'z':-2.9255181237718628e-02, 'p1':2.2541937259904773e-01, 'p2':-1.2869740256467085e-02, 'p3':4.4671831178958973e-04, 'S1x':5.5840820365328911e-03, 'S1y':-8.2230578066533402e-03, 'S1z':-1.3332012526009409e-02, 'S2x':5.6283712698664019e-03, 'S2y':-4.3485942130850434e-03, 'S2z':6.6688000129380689e-03,'Hreal':9.9526275969962419e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-2.5456029672285840e-01, 'y':-2.2571162996437668e+01, 'z':-2.7555419044597330e-02, 'p1':2.2578120383785627e-01, 'p2':-2.2954878154510146e-03, 'p3':4.6416028021433516e-04, 'S1x':5.5951960597096593e-03, 'S1y':-8.2156376990231757e-03, 'S1z':-1.3331927397333122e-02, 'S2x':5.6387126354440200e-03, 'S2y':-4.3349620680270297e-03, 'S2z':6.6689393517820094e-03,'Hreal':9.9526251073861116e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':8.0306052387002480e-01, 'y':-2.2557127909943631e+01, 'z':-2.5756416891434371e-02, 'p1':2.2564727275477978e-01, 'p2':8.2852484064503996e-03, 'p3':4.8097461940311290e-04, 'S1x':5.6063072231287920e-03, 'S1y':-8.2081970417249434e-03, 'S1z':-1.3331842727848013e-02, 'S2x':5.6490161327311409e-03, 'S2y':-4.3213088268054707e-03, 'S2z':6.6690805325480317e-03,'Hreal':9.9526226171404786e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.9282645185185436e+00, 'y':-2.2487635164993218e+01, 'z':-2.3732265596867103e-02, 'p1':2.2495893090387850e-01, 'p2':1.9543413025650984e-02, 'p3':4.9814293708248727e-04, 'S1x':5.6181460160517451e-03, 'S1y':-8.2002434814040081e-03, 'S1z':-1.3331753525473460e-02, 'S2x':5.6599566854746656e-03, 'S2y':-4.3067343944172493e-03, 'S2z':6.6692321573466875e-03,'Hreal':9.9526199622842948e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':3.1564510126523464e+00, 'y':-2.2346946454409792e+01, 'z':-2.1389634025725905e-02, 'p1':2.2355882663030704e-01, 'p2':3.1833518641192438e-02, 'p3':5.1599999909688655e-04, 'S1x':5.6311228505223441e-03, 'S1y':-8.1914938227741659e-03, 'S1z':-1.3331657596478278e-02, 'S2x':5.6719057096105202e-03, 'S2y':-4.2907266502413798e-03, 'S2z':6.6693986856602118e-03,'Hreal':9.9526170502239275e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':4.4700132466914670e+00, 'y':-2.2120131676186976e+01, 'z':-1.8724565717915982e-02, 'p1':2.2129730937879810e-01, 'p2':4.4979781174525967e-02, 'p3':5.3402425978833475e-04, 'S1x':5.6451083916626305e-03, 'S1y':-8.1820257014878130e-03, 'S1z':-1.3331557168707986e-02, 'S2x':5.6847348980848490e-03, 'S2y':-4.2734363228763388e-03, 'S2z':6.6695771625271058e-03,'Hreal':9.9526139092282584e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':5.8486233898306201e+00, 'y':-2.1794547043993251e+01, 'z':-1.5741439439993437e-02, 'p1':2.1804752696826768e-01, 'p2':5.8779128224573811e-02, 'p3':5.5166498017609599e-04, 'S1x':5.6599607178438307e-03, 'S1y':-8.1719255636022621e-03, 'S1z':-1.3331454801759660e-02, 'S2x':5.6983065105881059e-03, 'S2y':-4.2550300610720597e-03, 'S2z':6.6697639002322746e-03,'Hreal':9.9526105703111567e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':7.2741011382483300e+00, 'y':-2.1359292380680959e+01, 'z':-1.2443942582272062e-02, 'p1':2.1370002998156298e-01, 'p2':7.3049911376030494e-02, 'p3':5.6841324057166386e-04, 'S1x':5.6755755617606263e-03, 'S1y':-8.1612548167436759e-03, 'S1z':-1.3331352959653804e-02, 'S2x':5.7125195490333328e-03, 'S2y':-4.2356282341517145e-03, 'S2z':6.6699551916065813e-03,'Hreal':9.9526070559713220e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':8.7299703966783220e+00, 'y':-2.0804779490854763e+01, 'z':-8.8351370354534838e-03, 'p1':2.0815845336755767e-01, 'p2':8.7627475233685109e-02, 'p3':5.8378865227974000e-04, 'S1x':5.6918813362989307e-03, 'S1y':-8.1500529661945181e-03, 'S1z':-1.3331254006193682e-02, 'S2x':5.7273047535687377e-03, 'S2y':-4.2153105967345159e-03, 'S2z':6.6701473167289447e-03,'Hreal':9.9526033812722803e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.0200690804269859e+01, 'y':-2.0122441880979338e+01, 'z':-4.9183378565420353e-03, 'p1':2.0133660889282556e-01, 'p2':1.0235646969649272e-01, 'p3':5.9732235176781752e-04, 'S1x':5.7088312877523126e-03, 'S1y':-8.1383427284434286e-03, 'S1z':-1.3331160221012358e-02, 'S2x':5.7426170175271128e-03, 'S2y':-4.1941255414835827e-03, 'S2z':6.6703365077279897e-03,'Hreal':9.9525995555777669e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.1670933318709521e+01, 'y':-1.9304607391788036e+01, 'z':-6.9825080935760273e-04, 'p1':1.9315720727346730e-01, 'p2':1.1708359830953041e-01, 'p3':6.0854259066930579e-04, 'S1x':5.7263964498467821e-03, 'S1y':-8.1261346797714615e-03, 'S1z':-1.3331073803010627e-02, 'S2x':5.7584286298627925e-03, 'S2y':-4.1720984357227417e-03, 'S2z':6.6705189266986660e-03,'Hreal':9.9525955841417446e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.3125007563433654e+01, 'y':-1.8344502385340078e+01, 'z':3.8178566958039688e-03, 'p1':1.8355189771917615e-01, 'p2':1.3165188069889891e-01, 'p3':6.1696446562787015e-04, 'S1x':5.7445603518178415e-03, 'S1y':-8.1134307940452927e-03, 'S1z':-1.3330996849090638e-02, 'S2x':5.7747241909659403e-03, 'S2y':-4.1492378566070605e-03, 'S2z':6.6706906780017675e-03,'Hreal':9.9525914692577022e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.4547032510018568e+01, 'y':-1.7235852835185110e+01, 'z':8.6210930722741240e-03, 'p1':1.7245727467881375e-01, 'p2':1.4590235896357309e-01, 'p3':6.2208481790370805e-04, 'S1x':5.7633234074550383e-03, 'S1y':-8.1002212516011821e-03, 'S1z':-1.3330931282250193e-02, 'S2x':5.7915042360956528e-03, 'S2y':-4.1255296690784664e-03, 'S2z':6.6708479241264608e-03,'Hreal':9.9525872092614642e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.5920625779291777e+01, 'y':-1.5972619971742276e+01, 'z':1.3700787923003804e-02, 'p1':1.5981222566849429e-01, 'p2':1.5967098212443404e-01, 'p3':6.2337018573871156e-04, 'S1x':5.7827033891811770e-03, 'S1y':-8.0864838872292989e-03, 'S1z':-1.3330878805622681e-02, 'S2x':5.8087852713596868e-03, 'S2y':-4.1009358952153524e-03, 'S2z':6.6709869471106853e-03,'Hreal':9.9525827983838144e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.7185122770791608e+01, 'y':-1.4600064721485447e+01, 'z':1.8857532723928053e-02, 'p1':1.4606927957161026e-01, 'p2':1.7234956383122937e-01, 'p3':6.2042789587202175e-04, 'S1x':5.8020413491487611e-03, 'S1y':-8.0726811187604285e-03, 'S1z':-1.3330841894397471e-02, 'S2x':5.8259828880846210e-03, 'S2y':-4.0762812076242574e-03, 'S2z':6.6711006061995239e-03,'Hreal':9.9525783853496275e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.8331834276441807e+01, 'y':-1.3127562472195221e+01, 'z':2.4055808361977248e-02, 'p1':1.3132195110727019e-01, 'p2':1.8385065788638005e-01, 'p3':6.1313962909895377e-04, 'S1x':5.8213346270914691e-03, 'S1y':-8.0588156582714343e-03, 'S1z':-1.3330820050591418e-02, 'S2x':5.8430997134866153e-03, 'S2y':-4.0515627567765805e-03, 'S2z':6.6711883019477131e-03,'Hreal':9.9525739701377358e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.9352873213534178e+01, 'y':-1.1565178400822584e+01, 'z':2.9258715325531263e-02, 'p1':1.1567071252792722e-01, 'p2':1.9409480484041691e-01, 'p3':6.0141728281449863e-04, 'S1x':5.8405810296868936e-03, 'S1y':-8.0448905997204424e-03, 'S1z':-1.3330812366468740e-02, 'S2x':5.8601378198005682e-03, 'S2y':-4.0267772538512825e-03, 'S2z':6.6712501133347063e-03,'Hreal':9.9525695527323110e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':2.0241209320968313e+01, 'y':-9.9235991311325229e+00, 'z':3.4428233113299851e-02, 'p1':9.9222314523488203e-02, 'p2':2.0301108494113329e-01, 'p3':5.8520446982129729e-04, 'S1x':5.8597788860786822e-03, 'S1y':-8.0309093388740930e-03, 'S1z':-1.3330817547053725e-02, 'S2x':5.8770986597718681e-03, 'S2y':-4.0019210666911746e-03, 'S2z':6.6712867958969727e-03,'Hreal':9.9525651331104770e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':2.0901816054953073e+01, 'y':-8.4385136358757808e+00, 'z':3.8871891174119488e-02, 'p1':8.4338789865848918e-02, 'p2':2.0964463434099506e-01, 'p3':5.6741169060551178e-04, 'S1x':5.8764541410675220e-03, 'S1y':-8.0186928226392423e-03, 'S1z':-1.3330831257647037e-02, 'S2x':5.8918042495990346e-03, 'S2y':-3.9802180814227824e-03, 'S2z':6.6712993563874737e-03,'Hreal':9.9525612831249277e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':2.1453700755613571e+01, 'y':-6.9096100398811489e+00, 'z':4.3234764147490896e-02, 'p1':6.9013111002305783e-02, 'p2':2.1518941202197472e-01, 'p3':5.4620181816639819e-04, 'S1x':5.8930913778538980e-03, 'S1y':-8.0064388925384679e-03, 'S1z':-1.3330852191367110e-02, 'S2x':5.9064519545363302e-03, 'S2y':-3.9584559362706769e-03, 'S2z':6.6712952492868384e-03,'Hreal':9.9525574314333265e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':2.1893968377539334e+01, 'y':-5.3448312749385067e+00, 'z':4.7490664581774131e-02, 'p1':5.3324761198410446e-02, 'p2':2.1961603129581098e-01, 'p3':5.2160032741087824e-04, 'S1x':5.9096905769171534e-03, 'S1y':-7.9941500289941597e-03, 'S1z':-1.3330878908563609e-02, 'S2x':5.9210414525909813e-03, 'S2y':-3.9366319756077416e-03, 'S2z':6.6712761297301575e-03,'Hreal':9.9525535780216789e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':2.2184178309328036e+01, 'y':-3.9618060862617215e+00, 'z':5.1082860963601789e-02, 'p1':3.9456140377769490e-02, 'p2':2.2253698862604562e-01, 'p3':4.9749485672779203e-04, 'S1x':5.9240888891279207e-03, 'S1y':-7.9834413736157329e-03, 'S1z':-1.3330905616030160e-02, 'S2x':5.9336756301568349e-03, 'S2y':-3.9176090900414516e-03, 'S2z':6.6712488281795192e-03,'Hreal':9.9525502270199240e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':2.2387132197862346e+01, 'y':-2.5632517549519065e+00, 'z':5.4557285074056883e-02, 'p1':2.5429429394998662e-02, 'p2':2.2458326774497794e-01, 'p3':4.7090344439116682e-04, 'S1x':5.9384591238842033e-03, 'S1y':-7.9727097404342553e-03, 'S1z':-1.3330934419780558e-02, 'S2x':5.9462645562136538e-03, 'S2y':-3.8985358600834956e-03, 'S2z':6.6712131107417782e-03,'Hreal':9.9525468747029255e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':2.2490662456272659e+01, 'y':-1.3622782359816437e+00, 'z':5.7414808754738721e-02, 'p1':1.3382456394617964e-02, 'p2':2.2563096284065295e-01, 'p3':4.4629962486806570e-04, 'S1x':5.9506938273071108e-03, 'S1y':-7.9635396537920764e-03, 'S1z':-1.3330959794098752e-02, 'S2x':5.9569652466452084e-03, 'S2y':-3.8822272505216740e-03, 'S2z':6.6711771839262600e-03,'Hreal':9.9525440144564137e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':2.2529812374752730e+01, 'y':-1.5744364417305090e-01, 'z':6.0163895806645572e-02, 'p1':1.2950056710229873e-03, 'p2':2.2603293734794536e-01, 'p3':4.1996705575681452e-04, 'S1x':5.9629090262981249e-03, 'S1y':-7.9543548203492263e-03, 'S1z':-1.3330985155337359e-02, 'S2x':5.9676316300041523e-03, 'S2y':-3.8658799549465953e-03, 'S2z':6.6711373315412811e-03,'Hreal':9.9525411532428931e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':2.2504458895191075e+01, 'y':1.0478032630209173e+00, 'z':6.2794299791020122e-02, 'p1':-1.0798336535045316e-02, 'p2':2.2578779312558525e-01, 'p3':3.9195224148573537e-04, 'S1x':5.9751052892085856e-03, 'S1y':-7.9451560606130078e-03, 'S1z':-1.3331009782875419e-02, 'S2x':5.9782628970805442e-03, 'S2y':-3.8494931274557038e-03, 'S2z':6.6710946469696070e-03,'Hreal':9.9525382910575821e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':2.2414663585024275e+01, 'y':2.2500112588819943e+00, 'z':6.5295969149285427e-02, 'p1':-2.2862946416902903e-02, 'p2':2.2489598323431195e-01, 'p3':3.6230778352349795e-04, 'S1x':5.9872832660744901e-03, 'S1y':-7.9359441288474712e-03, 'S1z':-1.3331032958902259e-02, 'S2x':5.9888581429981677e-03, 'S2y':-3.8330660018346891e-03, 'S2z':6.6710502593209531e-03,'Hreal':9.9525354278996536e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':2.2250513389474889e+01, 'y':3.5102072187049114e+00, 'z':6.7782853384046382e-02, 'p1':-3.5511394708871810e-02, 'p2':2.2325835122583285e-01, 'p3':3.2935905641011062e-04, 'S1x':6.0001014191874156e-03, 'S1y':-7.9262200572551306e-03, 'S1z':-1.3331055038487093e-02, 'S2x':5.9999867996239813e-03, 'S2y':-3.8157053288196772e-03, 'S2z':6.6710028962453718e-03,'Hreal':9.9525324087016964e-01}
